0	0.0383481	0.811321	0	0	-nan
1	0.0943953	0.188679	0	0	-nan
2	0.0825959	0	0	0	-nan
3	0.0766962	0	0	0	-nan
4	0.0737463	0	0	0	-nan
5	0.0870206	0	0	0	-nan
6	0.0545723	0	0	0	-nan
7	0.0471976	0	0	0	-nan
8	0.0324484	0	0	0	-nan
9	0.0442478	0	0	0	-nan
10	0.0309735	0	0	0	-nan
11	0.0280236	0	0	0	-nan
12	0.0294985	0	0	0	-nan
13	0.0294985	0	0	0	-nan
14	0.039823	0	0	0	-nan
15	0.019174	0	0	0	-nan
16	0.0235988	0	0	0	-nan
17	0.0176991	0	0	0	-nan
18	0.0132743	0	0	0	-nan
19	0.0176991	0	0	0	-nan
20	0.0132743	0	0	0	-nan
21	0.0117994	0	0	0	-nan
22	0.0117994	0	0	0	-nan
23	0.00884956	0	0	0	-nan
24	0.00884956	0	0	0	-nan
25	0.00589971	0	0	0	-nan
26	0.00442478	0	0	0	-nan
27	0.00442478	0	0	0	-nan
28	0.00294985	0	0	0	-nan
29	0.00147493	0	0	0	-nan
30	0.00294985	0	0	0	-nan
31	0.00147493	0	0	0	-nan
32	0.00442478	0	0	0	-nan
33	0.00294985	0	0	0	-nan
34	0.00294985	0	0	0	-nan
35	0.00442478	0	0	0	-nan
36	0.00147493	0	0	0	-nan
37	0.00147493	0	0	0	-nan
38	0.00147493	0	0	0	-nan
39	0.00442478	0	0	0	-nan
40	0.00147493	0	0	0	-nan
41	0.00294985	0	0	0	-nan
42	0	0	0	0	-nan
43	0.00294985	0	0	0	-nan
44	0.00147493	0	0	0	-nan
45	0.00147493	0	0	0	-nan
46	0	0	0	0	-nan
47	0.00147493	0	0	0	-nan
48	0	0	0	0	-nan
49	0	0	0	0	-nan
50	0	0	0	0	-nan
51	0.00147493	0	0	0	-nan
52	0	0	0	0	-nan
53	0.00147493	0	0	0	-nan
54	0	0	0	0	-nan
55	0.00147493	0	0	0	-nan
56	0	0	0	0	-nan
57	0	0	0	0	-nan
58	0	0	0	0	-nan
59	0	0	0	0	-nan
60	0	0	0	0	-nan
61	0	0	0	0	-nan
62	0	0	0	0	-nan
63	0	0	0	0	-nan
64	0	0	0	0	-nan
65	0	0	0	0	-nan
66	0	0	0	0	-nan
67	0	0	0	0	-nan
68	0	0	0	0	-nan
69	0	0	0	0	-nan
70	0	0	0	0	-nan
71	0	0	0	0	-nan
72	0	0	0	0	-nan
73	0	0	0	0	-nan
74	0	0	0	0	-nan
75	0	0	0	0	-nan
76	0	0	0	0	-nan
77	0	0	0	0	-nan
78	0	0	0	0	-nan
79	0	0	0	0	-nan
80	0	0	0	0	-nan
81	0	0	0	0	-nan
82	0	0	0	0	-nan
83	0.00147493	0	0	0	-nan
84	0	0	0	0	-nan
85	0	0	0	0	-nan
86	0	0	0	0	-nan
87	0	0	0	0	-nan
