0	0.0491564	0.799228	0	0	0
1	0.0903301	0.200772	0	0	0
2	0.082423	0	0	0	0
3	0.0744727	0	0	0	0
4	0.066655	0	0	0	0
5	0.060688	0	0	0	0
6	0.0547827	0	0	0	0
7	0.0495509	0	0	0	0
8	0.0449015	0	0	0	0
9	0.0407638	0	0	0	0
10	0.0370468	0	0	0	0
11	0.0331572	0	0	0	0
12	0.0300181	0	0	0	0
13	0.0272442	0	0	0	0
14	0.0245982	0	0	0	0
15	0.0221942	0	0	0	0
16	0.0199997	0	0	0	0
17	0.018152	0	0	0	0
18	0.0163968	0	0	0	0
19	0.0150776	0	0	0	0
20	0.0137246	0	0	0	0
21	0.0124332	0	0	0	0
22	0.0111834	0	0	0	0
23	0.00981339	0	0	0	0
24	0.00894733	0	0	0	0
25	0.00810745	0	0	0	0
26	0.00749103	0	0	0	0
27	0.00673592	0	0	0	0
28	0.00617498	0	0	0	0
29	0.00535668	0	0	0	0
30	0.00489283	0	0	0	0
31	0.00457383	0	0	0	0
32	0.00412847	0	0	0	0
33	0.00366307	0	0	0	0
34	0.00331171	0	0	0	0
35	0.00309751	0	0	0	0
36	0.00275077	0	0	0	0
37	0.00254581	0	0	0	0
38	0.0022376	0	0	0	0
39	0.00209737	0	0	0	0
40	0.00186775	0	0	0	0
41	0.00159036	0	0	0	0
42	0.00144859	0	0	0	0
43	0.00134842	0	0	0	0
44	0.00122051	0	0	0	0
45	0.00108027	0	0	0	0
46	0.000929252	0	0	0	0
47	0.000975483	0	0	0	0
48	0.000841412	0	0	0	0
49	0.00076436	0	0	0	0
50	0.000707341	0	0	0	0
51	0.000596386	0	0	0	0
52	0.000550154	0	0	0	0
53	0.000497759	0	0	0	0
54	0.000474643	0	0	0	0
55	0.00038218	0	0	0	0
56	0.0003529	0	0	0	0
57	0.000292799	0	0	0	0
58	0.000342113	0	0	0	0
59	0.000292799	0	0	0	0
60	0.000231157	0	0	0	0
61	0.000215747	0	0	0	0
62	0.000171056	0	0	0	0
63	0.000189549	0	0	0	0
64	0.000135612	0	0	0	0
65	0.000141776	0	0	0	0
66	0.000115579	0	0	0	0
67	0.000135612	0	0	0	0
68	0.000110955	0	0	0	0
69	9.7086e-05	0	0	0	0
70	0.00010325	0	0	0	0
71	8.32166e-05	0	0	0	0
72	8.32166e-05	0	0	0	0
73	7.24293e-05	0	0	0	0
74	6.93472e-05	0	0	0	0
75	5.70188e-05	0	0	0	0
76	5.08546e-05	0	0	0	0
77	4.31493e-05	0	0	0	0
78	4.77725e-05	0	0	0	0
79	4.16083e-05	0	0	0	0
80	2.92799e-05	0	0	0	0
81	2.31157e-05	0	0	0	0
82	3.39031e-05	0	0	0	0
83	3.85262e-05	0	0	0	0
84	2.00336e-05	0	0	0	0
85	2.15747e-05	0	0	0	0
86	1.38694e-05	0	0	0	0
87	2.00336e-05	0	0	0	0
88	1.38694e-05	0	0	0	0
89	1.38694e-05	0	0	0	0
90	9.24629e-06	0	0	0	0
91	4.62314e-06	0	0	0	0
92	1.38694e-05	0	0	0	0
93	1.23284e-05	0	2.51207e-06	0	0
94	7.70524e-06	0	0	0	0
95	1.23284e-05	0	2.51207e-06	0	0
96	3.0821e-06	0	0	0	0
97	1.38694e-05	0	2.51207e-06	0	0
98	1.54105e-06	0	7.53621e-06	0	0
99	4.62314e-06	0	7.53621e-06	0	0
100	3.0821e-06	0	1.25604e-05	0	0
101	6.16419e-06	0	7.53621e-06	0	0
102	3.0821e-06	0	1.00483e-05	0	0
103	0	0	5.02414e-06	0	0
104	0	0	5.02414e-06	0	0
105	7.70524e-06	0	1.75845e-05	0	0
106	4.62314e-06	0	2.51207e-05	0	0
107	7.70524e-06	0	2.26086e-05	0	0
108	3.0821e-06	0	2.00966e-05	0	0
109	3.0821e-06	0	3.5169e-05	0	0
110	4.62314e-06	0	4.01931e-05	0	0
111	0	0	5.27535e-05	0	0
112	3.0821e-06	0	5.77776e-05	0	0
113	3.0821e-06	0	7.0338e-05	0	0
114	1.54105e-06	0	8.28983e-05	0	0.00102881
115	0	0	0.000148212	0	0
116	4.62314e-06	0	0.000153236	0	0
117	0	0	0.000211014	0	0
118	0	0	0.000223574	0	0
119	0	0	0.000261255	0	0
120	0	0	0.000361738	0	0
121	1.54105e-06	0	0.000329081	0	0
122	0	0	0.000422028	0	0
123	0	0	0.000449661	0	0
124	0	0	0.000620481	0	0
125	1.54105e-06	0	0.000723476	0	0
126	0	0	0.000758645	0	0.00102881
127	1.54105e-06	0	0.000926954	0	0.00102881
